customer_id,customer_name,segment,Recency,Frequency,Monetary,cluster,Segment
JK-15325,Jason Klamczynski,Corporate,287,3,383.812,2,At Risk
JK-15370,Jay Kimmel,Consumer,44,7,2136.458,1,Loyal Regular
JK-15625,Jim Karlsson,Consumer,61,7,3760.028,1,Loyal Regular
JK-15640,Jim Kriz,Home Office,180,9,4760.434,1,Loyal Regular
JK-15730,Joe Kamberova,Consumer,84,9,4769.9,1,Loyal Regular
JK-16090,Juliana Krohn,Consumer,28,3,3747.668,2,At Risk
JK-16120,Julie Kriz,Home Office,117,10,2932.484,1,Loyal Regular
JL-15130,Jack Lebron,Consumer,8,6,1214.956,2,At Risk
JL-15175,James Lanier,Home Office,6,5,1571.523,2,At Risk
JL-15235,Janet Lee,Consumer,119,5,2203.7,2,At Risk
JL-15505,Jeremy Lonsdale,Consumer,49,6,3173.874,2,At Risk
JL-15835,John Lee,Consumer,21,10,9576.343,0,High Value
JL-15850,John Lucas,Consumer,614,6,2725.256,3,New / Low Engagement
JM-15250,Janet Martin,Consumer,37,6,3159.1220000000003,2,At Risk
JM-15265,Janet Molinari,Corporate,37,5,1804.146,2,At Risk
JM-15535,Jessica Myrick,Consumer,102,7,1733.443,1,Loyal Regular
JM-15580,Jill Matthias,Consumer,0,5,303.948,2,At Risk
JM-15655,Jim Mitchum,Corporate,8,5,864.947,2,At Risk
JM-15865,John Murray,Consumer,109,7,7625.076000000001,0,High Value
JM-16195,Justin MacKendrick,Consumer,57,10,2833.9260000000004,1,Loyal Regular
JO-15145,Jack O'Briant,Corporate,57,9,3254.949,1,Loyal Regular
JO-15280,Jas O'Carroll,Consumer,92,6,1934.272,2,At Risk
JO-15550,Jesus Ocampo,Home Office,215,5,1090.838,2,At Risk
JP-15460,Jennifer Patt,Corporate,37,7,1669.135,1,Loyal Regular
JP-15520,Jeremy Pistek,Consumer,8,7,3635.594,1,Loyal Regular
JP-16135,Julie Prescott,Home Office,102,9,1707.71,1,Loyal Regular
JR-15670,Jim Radford,Consumer,593,2,1156.658,3,New / Low Engagement
JR-15700,Jocasta Rupert,Consumer,68,1,863.88,2,At Risk
JR-16210,Justin Ritter,Corporate,33,5,2201.686,2,At Risk
JS-15595,Jill Stevenson,Corporate,119,4,1417.654,2,At Risk
JS-15685,Jim Sink,Corporate,42,3,990.196,2,At Risk
JS-15880,John Stevenson,Consumer,534,5,3868.02,3,New / Low Engagement
JS-15940,Joni Sundaresam,Home Office,463,5,469.169,3,New / Low Engagement
JS-16030,Joy Smith,Consumer,28,6,2516.494,2,At Risk
JW-15220,Jane Waco,Corporate,42,6,7721.714,0,High Value
JW-15955,Joni Wasserman,Consumer,5,6,1049.2379999999998,2,At Risk
JW-16075,Julia West,Consumer,461,4,1428.731,3,New / Low Engagement
KA-16525,Kelly Andreada,Consumer,36,7,1519.506,1,Loyal Regular
KB-16240,Karen Bern,Corporate,4,7,3152.615,1,Loyal Regular
KB-16315,Karl Braun,Consumer,296,9,1569.464,1,Loyal Regular
KB-16405,Katrina Bavinger,Home Office,117,3,908.821,2,At Risk
KB-16585,Ken Black,Corporate,230,12,2744.742,1,Loyal Regular
KB-16600,Ken Brennan,Corporate,1,7,983.922,2,At Risk
KC-16255,Karen Carlisle,Corporate,407,6,2120.954,3,New / Low Engagement
KC-16540,Kelly Collister,Consumer,97,4,3908.262,2,At Risk
KC-16675,Kimberly Carter,Corporate,57,4,1146.05,2,At Risk
KD-16270,Karen Daniels,Consumer,484,5,8282.358,0,High Value
KD-16345,Katherine Ducich,Consumer,41,6,1888.964,2,At Risk
KD-16495,Keith Dawkins,Corporate,112,12,8181.256,0,High Value
KD-16615,Ken Dana,Corporate,289,4,907.158,2,At Risk
KE-16420,Katrina Edelman,Corporate,26,7,1453.2812,1,Loyal Regular
KF-16285,Karen Ferguson,Home Office,97,7,10604.266,0,High Value
KH-16330,Katharine Harms,Corporate,40,8,3312.864,1,Loyal Regular
KH-16360,Katherine Hughes,Consumer,1,6,3100.612,2,At Risk
KH-16510,Keith Herrera,Consumer,22,6,5229.695000000001,1,Loyal Regular
KH-16630,Ken Heidel,Corporate,58,9,3918.966,1,Loyal Regular
KH-16690,Kristen Hastings,Corporate,2,7,5990.799,1,Loyal Regular
KL-16555,Kelly Lampkin,Corporate,16,8,5016.488,1,Loyal Regular
KL-16645,Ken Lonsdale,Consumer,47,12,14175.229,0,High Value
KM-16225,Kalyca Meade,Corporate,14,6,2260.958,2,At Risk
KM-16375,Katherine Murray,Home Office,56,8,5620.186,1,Loyal Regular
KM-16660,Khloe Miller,Consumer,15,5,453.538,2,At Risk
KM-16720,Kunst Miller,Consumer,28,8,4909.472,1,Loyal Regular
KN-16390,Katherine Nockton,Corporate,19,8,2224.086,1,Loyal Regular
KN-16450,Kean Nguyen,Corporate,52,5,2171.962,2,At Risk
KN-16705,Kristina Nunn,Home Office,98,7,2003.01,1,Loyal Regular
KS-16300,Karen Seio,Corporate,295,3,88.472,2,At Risk
KT-16465,Kean Takahito,Consumer,391,7,3057.1,3,New / Low Engagement
KT-16480,Kean Thornton,Consumer,100,10,4642.088400000001,1,Loyal Regular
KW-16435,Katrina Willman,Consumer,96,5,4416.52,2,At Risk
KW-16570,Kelly Williams,Consumer,770,4,449.096,3,New / Low Engagement
LA-16780,Laura Armstrong,Corporate,154,11,8673.222,0,High Value
LB-16735,Larry Blacks,Consumer,48,3,50.188,2,At Risk
LB-16795,Laurel Beltran,Home Office,152,8,4985.676,1,Loyal Regular
LC-16870,Lena Cacioppo,Consumer,27,8,2580.704,1,Loyal Regular
LC-16885,Lena Creighton,Consumer,16,12,7663.126,0,High Value
LC-16930,Linda Cazamias,Corporate,41,8,4492.946,1,Loyal Regular
LC-16960,Lindsay Castell,Home Office,436,4,3246.626,3,New / Low Engagement
LC-17050,Liz Carlisle,Consumer,54,5,2095.064,2,At Risk
LC-17140,Logan Currie,Consumer,13,9,2633.582,1,Loyal Regular
LD-16855,Lela Donovan,Corporate,552,1,5.304,3,New / Low Engagement
LD-17005,Lisa DeCherney,Consumer,414,4,1961.934,3,New / Low Engagement
LE-16810,Laurel Elliston,Consumer,21,6,1469.45,2,At Risk
LF-17185,Luke Foster,Consumer,22,7,3930.509,1,Loyal Regular
LH-16750,Larry Hughes,Consumer,151,3,287.426,2,At Risk
LH-16900,Lena Hernandez,Consumer,21,9,2295.332,1,Loyal Regular
LH-17020,Lisa Hazard,Consumer,239,4,318.239,2,At Risk
LH-17155,Logan Haushalter,Consumer,385,9,1739.689,1,Loyal Regular
LL-16840,Lauren Leatherbury,Consumer,249,5,2454.554,2,At Risk
LM-17065,Liz MacKendrick,Consumer,391,5,1346.774,3,New / Low Engagement
LO-17170,Lori Olson,Corporate,2,5,644.35,2,At Risk
LP-17080,Liz Pelletier,Consumer,40,4,756.606,2,At Risk
LP-17095,Liz Preis,Consumer,9,6,3104.439,2,At Risk
LR-16915,Lena Radford,Consumer,26,6,5142.892,1,Loyal Regular
LR-17035,Lisa Ryan,Corporate,132,5,1879.306,2,At Risk
LS-16945,Linda Southworth,Corporate,178,6,2845.27,2,At Risk
LS-16975,Lindsay Shagiari,Home Office,20,9,2988.674,1,Loyal Regular
LS-17200,Luke Schmidt,Corporate,96,6,1010.256,2,At Risk
LS-17230,Lycoris Saunders,Consumer,776,3,368.88000000000005,3,New / Low Engagement
LS-17245,Lynn Smith,Consumer,34,6,1008.136,2,At Risk
LT-16765,Larry Tron,Consumer,26,3,329.876,2,At Risk
LT-17110,Liz Thompson,Consumer,34,8,2936.252,1,Loyal Regular
LW-16825,Laurel Workman,Corporate,88,5,2238.061,2,At Risk
LW-16990,Lindsay Williams,Corporate,33,6,3230.308,2,At Risk
LW-17125,Liz Willingham,Consumer,205,3,1259.04,2,At Risk
LW-17215,Luke Weiss,Consumer,21,7,5420.514,1,Loyal Regular
MA-17560,Matt Abelman,Home Office,64,11,4299.161,1,Loyal Regular
MA-17995,Michelle Arnett,Home Office,186,6,2453.284,2,At Risk
MB-17305,Maria Bertelson,Consumer,48,10,1548.702,1,Loyal Regular
MB-18085,Mick Brown,Consumer,44,7,1428.231,1,Loyal Regular
MC-17275,Marc Crier,Consumer,76,8,2725.982,1,Loyal Regular
MC-17425,Mark Cousins,Corporate,399,5,4432.138,3,New / Low Engagement
MC-17575,Matt Collins,Consumer,27,8,1303.893,1,Loyal Regular
MC-17590,Matt Collister,Corporate,51,6,2426.067,2,At Risk
MC-17605,Matt Connell,Corporate,112,8,2258.192,1,Loyal Regular
MC-17635,Matthew Clasen,Corporate,189,4,795.154,2,At Risk
MC-17845,Michael Chen,Consumer,1,7,3805.714,1,Loyal Regular
MC-18100,Mick Crebagga,Consumer,41,10,2218.98,1,Loyal Regular
MC-18130,Mike Caudle,Corporate,369,5,1581.9979999999998,3,New / Low Engagement
MD-17350,Maribeth Dona,Consumer,117,6,2716.412,2,At Risk
MD-17860,Michael Dominguez,Corporate,36,5,1204.91,2,At Risk
ME-17320,Maria Etezadi,Home Office,42,10,10663.728,0,High Value
ME-17725,Max Engle,Consumer,28,8,1908.4532,1,Loyal Regular
ME-18010,Michelle Ellison,Corporate,92,4,1256.944,2,At Risk
MF-17665,Maureen Fritzler,Corporate,421,5,937.039,3,New / Low Engagement
MF-18250,Monica Federle,Corporate,7,5,1758.3,2,At Risk
MG-17650,Matthew Grinstein,Home Office,29,7,3785.276,1,Loyal Regular
MG-17680,Maureen Gastineau,Home Office,92,4,2350.188,2,At Risk
MG-17695,Maureen Gnade,Consumer,555,3,1342.282,3,New / Low Engagement
MG-17875,Michael Grace,Home Office,116,5,1242.833,2,At Risk
MG-17890,Michael Granlund,Home Office,99,9,776.384,1,Loyal Regular
MG-18145,Mike Gockenbach,Consumer,84,4,3061.543,2,At Risk
MG-18205,Mitch Gastineau,Corporate,264,1,16.739,2,At Risk
MH-17290,Marc Harrigan,Home Office,294,5,1691.505,2,At Risk
MH-17440,Mark Haberlin,Corporate,376,4,400.016,3,New / Low Engagement
MH-17455,Mark Hamilton,Consumer,170,7,2146.694,1,Loyal Regular
MH-17620,Matt Hagelstein,Corporate,155,4,1252.8,2,At Risk
MH-17785,Maya Herman,Corporate,98,7,2203.778,1,Loyal Regular
MH-18025,Michelle Huthwaite,Consumer,49,5,2984.948,2,At Risk
MH-18115,Mick Hernandez,Home Office,5,9,5503.093,1,Loyal Regular
MJ-17740,Max Jones,Consumer,22,7,6320.746,1,Loyal Regular
MK-17905,Michael Kennedy,Corporate,28,8,2302.368,1,Loyal Regular
MK-18160,Mike Kennedy,Consumer,240,4,1031.602,2,At Risk
ML-17395,Marina Lichtenstein,Corporate,69,9,2722.843,1,Loyal Regular
ML-17410,Maris LaWare,Consumer,54,5,2885.26,2,At Risk
ML-17755,Max Ludwig,Home Office,29,7,2071.914,1,Loyal Regular
ML-18040,Michelle Lonsdale,Corporate,79,3,742.082,2,At Risk
ML-18265,Muhammed Lee,Consumer,100,2,162.232,2,At Risk
MM-17260,Magdelene Morse,Consumer,168,4,1314.023,2,At Risk
MM-17920,Michael Moore,Consumer,7,10,3640.256,1,Loyal Regular
MM-18055,Michelle Moray,Consumer,61,8,2749.881,1,Loyal Regular
MM-18280,Muhammed MacIntyre,Corporate,85,9,775.414,1,Loyal Regular
MN-17935,Michael Nguyen,Consumer,34,6,2477.946,2,At Risk
MO-17500,Mary O'Rourke,Consumer,72,4,922.487,2,At Risk
MO-17800,Meg O'Connel,Home Office,104,8,1687.0269999999998,1,Loyal Regular
MO-17950,Michael Oakman,Consumer,180,2,154.288,2,At Risk
MP-17470,Mark Packer,Home Office,718,6,2945.822,3,New / Low Engagement
MP-17965,Michael Paige,Corporate,72,9,3983.642,1,Loyal Regular
MP-18175,Mike Pelletier,Home Office,16,8,4757.332,1,Loyal Regular
MR-17545,Mathew Reese,Home Office,125,4,639.178,2,At Risk
MS-17365,Maribeth Schnelling,Consumer,273,10,7443.69,0,High Value
MS-17530,MaryBeth Skach,Consumer,434,4,475.656,3,New / Low Engagement
MS-17710,Maurice Satty,Consumer,413,6,1613.402,3,New / Low Engagement
MS-17770,Maxwell Schwartz,Consumer,121,9,3144.678,1,Loyal Regular
MS-17830,Melanie Seite,Consumer,452,4,370.348,3,New / Low Engagement
MS-17980,Michael Stewart,Corporate,26,6,855.116,2,At Risk
MT-17815,Meg Tillman,Consumer,49,6,2890.139,2,At Risk
MT-18070,Michelle Tran,Home Office,203,4,1319.4498,2,At Risk
MV-17485,Mark Van Huff,Consumer,27,9,1560.05,1,Loyal Regular
MV-18190,Mike Vittorini,Consumer,19,7,1734.574,1,Loyal Regular
MW-18220,Mitch Webber,Consumer,17,7,5341.900000000001,1,Loyal Regular
MW-18235,Mitch Willingham,Corporate,44,2,5253.876,2,At Risk
MY-17380,Maribeth Yedwab,Corporate,29,7,2254.285,1,Loyal Regular
MY-18295,Muhammed Yedwab,Corporate,71,10,3601.88,1,Loyal Regular
MZ-17335,Maria Zettner,Home Office,30,4,593.606,2,At Risk
MZ-17515,Mary Zewe,Corporate,282,6,2564.906,2,At Risk
NB-18580,Nicole Brennan,Corporate,1165,2,273.872,3,New / Low Engagement
NB-18655,Nona Balk,Corporate,19,9,1972.599,1,Loyal Regular
NC-18340,Nat Carroll,Consumer,224,5,2461.404,2,At Risk
NC-18415,Nathan Cano,Consumer,41,6,2218.99,2,At Risk
NC-18535,Nick Crebassa,Corporate,6,7,8241.739,0,High Value
NC-18625,Noah Childs,Corporate,204,5,1821.742,2,At Risk
ND-18370,Natalie DeCherney,Consumer,27,9,4326.139,1,Loyal Regular
ND-18460,Neil Ducich,Corporate,183,6,2893.455,2,At Risk
NF-18385,Natalie Fritzler,Consumer,79,6,8080.474,0,High Value
NF-18475,Neil Französisch,Home Office,525,4,377.162,3,New / Low Engagement
NF-18595,Nicole Fjeld,Home Office,114,7,2031.472,1,Loyal Regular
NG-18355,Nat Gilpin,Corporate,48,5,1869.58,2,At Risk
NG-18430,Nathan Gelder,Consumer,48,5,1395.938,2,At Risk
NH-18610,Nicole Hansen,Corporate,189,6,2518.666,2,At Risk
NK-18490,Neil Knudson,Home Office,70,7,572.048,2,At Risk
NL-18310,Nancy Lomonaco,Home Office,58,4,1418.09,2,At Risk
NM-18445,Nathan Mautz,Home Office,160,7,6459.344,0,High Value
NM-18520,Neoma Murray,Consumer,244,10,2161.979,1,Loyal Regular
NP-18325,Naresj Patel,Consumer,25,6,5529.62,1,Loyal Regular
NP-18670,Nora Paige,Consumer,58,5,3908.402,2,At Risk
NP-18685,Nora Pelletier,Home Office,406,5,1164.73,3,New / Low Engagement
NP-18700,Nora Preis,Consumer,138,7,7903.1825,0,High Value
NR-18550,Nick Radford,Consumer,210,5,2367.277,2,At Risk
NS-18505,Neola Schneider,Consumer,6,4,2575.863,2,At Risk
NS-18640,Noel Staavos,Corporate,174,12,2857.753,1,Loyal Regular
NW-18400,Natalie Webber,Consumer,172,7,7234.014,0,High Value
NZ-18565,Nick Zandusky,Home Office,85,9,2488.31,1,Loyal Regular
ON-18715,Odella Nelson,Corporate,410,9,1567.52,1,Loyal Regular
OT-18730,Olvera Toch,Consumer,65,5,3818.624,2,At Risk
PA-19060,Pete Armstrong,Home Office,103,6,729.408,2,At Risk
PB-18805,Patrick Bzostek,Home Office,25,3,740.356,2,At Risk
PB-19105,Peter Bühler,Consumer,57,4,688.324,2,At Risk
PB-19150,Philip Brown,Consumer,97,8,1456.95,1,Loyal Regular
PB-19210,Phillip Breyer,Corporate,687,2,132.738,3,New / Low Engagement
PC-18745,Pamela Coakley,Corporate,2,4,1832.064,2,At Risk
PC-19000,Pauline Chand,Home Office,881,2,1061.488,3,New / Low Engagement
PF-19120,Peter Fuller,Consumer,834,4,9062.864,3,New / Low Engagement
PF-19165,Philip Fox,Consumer,196,6,2770.0,2,At Risk
PF-19225,Phillip Flathmann,Consumer,114,5,2206.128,2,At Risk
PG-18820,Patrick Gardner,Consumer,36,13,3086.907,1,Loyal Regular
PG-18895,Paul Gonzalez,Consumer,57,9,1987.164,1,Loyal Regular
PH-18790,Patricia Hirasaki,Home Office,70,1,729.648,2,At Risk
PJ-18835,Patrick Jones,Corporate,39,8,1220.09,1,Loyal Regular
PJ-19015,Pauline Johnson,Consumer,134,6,1677.536,2,At Risk
PK-18910,Paul Knutson,Home Office,483,2,1441.152,3,New / Low Engagement
PK-19075,Pete Kriz,Consumer,9,12,8646.934,0,High Value
PL-18925,Paul Lucas,Home Office,15,5,239.481,2,At Risk
PM-18940,Paul MacIntyre,Consumer,386,3,1405.402,3,New / Low Engagement
PM-19135,Peter McVee,Home Office,51,4,4115.662,2,At Risk
PN-18775,Parhena Norris,Home Office,30,8,1467.152,1,Loyal Regular
PO-18850,Patrick O'Brill,Consumer,4,11,7473.8282,0,High Value
PO-18865,Patrick O'Donnell,Consumer,0,7,2493.214,1,Loyal Regular
PO-19180,Philisse Overcash,Home Office,160,9,4893.043,1,Loyal Regular
PO-19195,Phillina Ober,Home Office,86,5,1056.858,2,At Risk
PP-18955,Paul Prost,Home Office,97,10,7252.608,0,High Value
PR-18880,Patrick Ryan,Consumer,36,5,1840.178,2,At Risk
PS-18760,Pamela Stobb,Consumer,107,6,2181.479,2,At Risk
PS-18970,Paul Stevenson,Home Office,69,8,1278.639,1,Loyal Regular
PS-19045,Penelope Sewall,Home Office,236,7,6843.634,0,High Value
PT-19090,Pete Takahito,Consumer,71,3,158.46,2,At Risk
PV-18985,Paul Van Hugh,Home Office,89,5,2876.046,2,At Risk
PW-19030,Pauline Webber,Corporate,46,10,3454.916,1,Loyal Regular
PW-19240,Pierre Wener,Consumer,464,7,3922.415,3,New / Low Engagement
QJ-19255,Quincy Jones,Corporate,25,9,6108.338,1,Loyal Regular
RA-19285,Ralph Arnett,Consumer,5,9,2617.906,1,Loyal Regular
RA-19885,Ruben Ausman,Corporate,55,6,3546.224,2,At Risk
RA-19915,Russell Applegate,Consumer,12,9,4793.543,1,Loyal Regular
RA-19945,Ryan Akin,Consumer,61,5,1686.9225,2,At Risk
RB-19330,Randy Bradley,Consumer,68,2,1008.196,2,At Risk
RB-19360,Raymond Buch,Consumer,96,6,15117.339,0,High Value
RB-19435,Richard Bierner,Consumer,41,7,1864.156,1,Loyal Regular
RB-19465,Rick Bensley,Home Office,9,12,4715.466,1,Loyal Regular
RB-19570,Rob Beeghly,Consumer,25,5,528.546,2,At Risk
RB-19645,Robert Barroso,Corporate,648,5,221.084,3,New / Low Engagement
RB-19705,Roger Barcio,Home Office,54,4,2067.45,2,At Risk
RB-19795,Ross Baird,Home Office,32,8,5633.316000000001,1,Loyal Regular
RC-19825,Roy Collins,Consumer,369,6,966.409,3,New / Low Engagement
RC-19960,Ryan Crowe,Consumer,110,4,652.644,2,At Risk
RD-19480,Rick Duston,Consumer,72,8,4272.93,1,Loyal Regular
RD-19585,Rob Dowd,Consumer,180,9,2832.904,1,Loyal Regular
RD-19660,Robert Dilbeck,Home Office,114,4,2745.892,2,At Risk
RD-19720,Roger Demir,Consumer,21,10,1419.737,1,Loyal Regular
RD-19810,Ross DeVincentis,Home Office,14,8,1137.616,1,Loyal Regular
RD-19900,Ruben Dartt,Consumer,114,9,3133.924,1,Loyal Regular
RD-19930,Russell D'Ascenzo,Consumer,42,4,970.942,2,At Risk
RE-19405,Ricardo Emerson,Consumer,1097,1,48.36,3,New / Low Engagement
RE-19450,Richard Eichhorn,Consumer,302,4,666.52,2,At Risk
RF-19345,Randy Ferguson,Corporate,390,8,3309.15,1,Loyal Regular
RF-19735,Roland Fjeld,Consumer,89,7,2341.2960000000003,1,Loyal Regular
RF-19840,Roy Französisch,Consumer,6,7,938.862,2,At Risk
RH-19495,Rick Hansen,Consumer,32,5,3621.376,2,At Risk
RH-19510,Rick Huthwaite,Home Office,467,6,6979.18,0,High Value
RH-19555,Ritsa Hightower,Consumer,519,2,740.382,3,New / Low Engagement
RH-19600,Rob Haberlin,Consumer,534,3,2085.74,3,New / Low Engagement
RK-19300,Ralph Kennedy,Consumer,119,3,1460.192,2,At Risk
RL-19615,Rob Lucas,Consumer,121,8,6234.91,1,Loyal Regular
RM-19375,Raymond Messe,Consumer,345,6,1453.474,2,At Risk
RM-19675,Robert Marley,Home Office,6,5,5979.0960000000005,2,At Risk
RM-19750,Roland Murray,Consumer,299,1,98.35,3,New / Low Engagement
RO-19780,Rose O'Brian,Consumer,35,7,3815.478,1,Loyal Regular
RP-19270,Rachel Payne,Corporate,496,4,954.6452,3,New / Low Engagement
RP-19390,Resi Pölking,Consumer,33,12,5153.084,1,Loyal Regular
RP-19855,Roy Phan,Corporate,28,7,2055.356,1,Loyal Regular
RR-19315,Ralph Ritter,Consumer,19,2,615.932,2,At Risk
RR-19525,Rick Reed,Corporate,170,6,3302.262,2,At Risk
RS-19420,Ricardo Sperren,Corporate,76,5,3221.29,2,At Risk
RS-19765,Roland Schwarz,Corporate,36,8,4159.77,1,Loyal Regular
RS-19870,Roy Skaria,Home Office,19,2,22.328,2,At Risk
RW-19540,Rick Wilson,Corporate,120,7,7397.401,0,High Value
RW-19630,Rob Williams,Corporate,89,9,3279.746,1,Loyal Regular
RW-19690,Robert Waldorf,Consumer,79,5,3495.646,2,At Risk
SA-20830,Sue Ann Reed,Consumer,63,10,4767.3415,1,Loyal Regular
SB-20170,Sarah Bern,Consumer,201,3,1348.02,2,At Risk
SB-20185,Sarah Brown,Consumer,188,6,6410.996,0,High Value
SB-20290,Sean Braxton,Corporate,47,7,8057.891,0,High Value
SC-20020,Sam Craven,Consumer,780,5,3362.9636,3,New / Low Engagement
SC-20050,Sample Company A,Home Office,40,9,4624.572,1,Loyal Regular
SC-20095,Sanjit Chand,Consumer,349,9,14142.334,0,High Value
SC-20230,Scot Coram,Corporate,149,4,4371.9580000000005,2,At Risk
SC-20260,Scott Cohen,Corporate,187,8,3729.793,1,Loyal Regular
SC-20305,Sean Christensen,Consumer,29,6,3650.473,2,At Risk
SC-20380,Shahid Collister,Consumer,30,9,5992.536,1,Loyal Regular
SC-20440,Shaun Chance,Corporate,36,7,1874.998,1,Loyal Regular
SC-20575,Sonia Cooley,Consumer,92,4,799.798,2,At Risk
SC-20680,Steve Carroll,Home Office,126,6,1254.64,2,At Risk
SC-20695,Steve Chapman,Corporate,89,10,2576.408,1,Loyal Regular
SC-20725,Steven Cartwright,Consumer,187,11,5226.21,1,Loyal Regular
SC-20770,Stewart Carmichael,Corporate,41,7,4492.657,1,Loyal Regular
SC-20800,Stuart Calhoun,Consumer,30,4,279.25600000000003,2,At Risk
SC-20845,Sung Chung,Consumer,414,1,14.112,3,New / Low Engagement
SD-20485,Shirley Daniels,Home Office,200,9,6121.114,1,Loyal Regular
SE-20110,Sanjit Engle,Consumer,9,11,12209.438000000002,0,High Value
SF-20065,Sandra Flanagan,Consumer,59,7,763.5459999999999,2,At Risk
SF-20200,Sarah Foster,Consumer,59,9,3422.786,1,Loyal Regular
SF-20965,Sylvia Foulston,Corporate,48,9,3336.535,1,Loyal Regular
SG-20080,Sandra Glassco,Consumer,8,3,3406.581,2,At Risk
SG-20470,Sheri Gordon,Consumer,183,8,1884.798,1,Loyal Regular
SG-20605,Speros Goranitis,Consumer,108,5,3118.892,2,At Risk
SG-20890,Susan Gilcrest,Corporate,226,3,47.946,2,At Risk
SH-19975,Sally Hughsby,Corporate,29,12,2465.6595,1,Loyal Regular
SH-20395,Shahid Hopkins,Consumer,23,10,2180.718,1,Loyal Regular
SH-20635,Stefanie Holloman,Corporate,764,2,2096.392,3,New / Low Engagement
SJ-20125,Sanjit Jacobs,Home Office,95,12,3949.656,1,Loyal Regular
SJ-20215,Sarah Jordon,Consumer,29,6,1341.036,2,At Risk
SJ-20500,Shirley Jackson,Consumer,253,5,1318.776,2,At Risk
SK-19990,Sally Knutson,Consumer,8,3,883.409,2,At Risk
SL-20155,Sara Luxemburg,Home Office,70,6,3046.532,2,At Risk
SM-20005,Sally Matthias,Consumer,421,4,244.494,3,New / Low Engagement
SM-20320,Sean Miller,Home Office,79,5,25043.05,0,High Value
SM-20905,Susan MacKendrick,Consumer,606,1,1043.041,3,New / Low Engagement
SM-20950,Suzanne McNair,Corporate,25,11,4464.862,1,Loyal Regular
SN-20560,Skye Norling,Home Office,111,6,1860.418,2,At Risk
SN-20710,Steve Nguyen,Home Office,79,7,3127.9592,1,Loyal Regular
SO-20335,Sean O'Donnell,Consumer,29,6,2602.5755,2,At Risk
SP-20545,Sibella Parks,Corporate,327,6,1306.086,2,At Risk
SP-20620,Stefania Perrino,Corporate,47,9,5440.319,1,Loyal Regular
SP-20650,Stephanie Phelps,Corporate,386,9,1872.436,1,Loyal Regular
SP-20860,Sung Pak,Corporate,79,10,4282.94,1,Loyal Regular
SP-20920,Susan Pistek,Consumer,70,6,3990.689,1,Loyal Regular
SR-20425,Sharelle Roach,Home Office,8,5,3233.481,2,At Risk
SR-20740,Steven Roelle,Home Office,196,8,4345.886,1,Loyal Regular
SS-20140,Saphhira Shifley,Corporate,15,8,1324.028,1,Loyal Regular
SS-20410,Shahid Shariari,Consumer,110,6,3056.807,2,At Risk
SS-20515,Shirley Schmidt,Home Office,491,3,613.4,3,New / Low Engagement
SS-20590,Sonia Sunley,Consumer,432,6,418.49,3,New / Low Engagement
SS-20875,Sung Shariari,Consumer,120,5,964.636,2,At Risk
ST-20530,Shui Tom,Consumer,125,7,433.34,2,At Risk
SU-20665,Stephanie Ulpright,Home Office,20,7,2595.364,1,Loyal Regular
SV-20365,Seth Vernon,Consumer,101,10,11470.95,0,High Value
SV-20785,Stewart Visinsky,Consumer,320,9,4105.305,1,Loyal Regular
SV-20815,Stuart Van,Corporate,76,4,1271.09,2,At Risk
SV-20935,Susan Vittorini,Consumer,2,8,1903.491,1,Loyal Regular
SW-20245,Scot Wooten,Consumer,81,7,1085.078,2,At Risk
SW-20275,Scott Williamson,Consumer,30,6,1966.65,2,At Risk
SW-20350,Sean Wendt,Home Office,162,3,1019.044,2,At Risk
SW-20455,Shaun Weien,Consumer,162,6,2835.564,2,At Risk
SW-20755,Steven Ward,Corporate,534,2,758.6959999999999,3,New / Low Engagement
SZ-20035,Sam Zeldin,Home Office,35,11,3625.329,1,Loyal Regular
TA-21385,Tom Ashbrook,Home Office,69,4,14595.62,0,High Value
TB-21055,Ted Butterfield,Consumer,119,4,1451.361,2,At Risk
TB-21175,Thomas Boland,Corporate,58,4,3589.296,2,At Risk
TB-21190,Thomas Brumley,Home Office,49,4,816.1740000000001,2,At Risk
TB-21250,Tim Brockman,Consumer,349,7,1602.376,2,At Risk
TB-21280,Toby Braunhardt,Consumer,583,6,2198.45,3,New / Low Engagement
TB-21355,Todd Boyes,Corporate,146,5,834.328,2,At Risk
TB-21400,Tom Boeckenhauer,Consumer,202,6,9108.742,0,High Value
TB-21520,Tracy Blumstein,Consumer,107,9,4737.486,1,Loyal Regular
TB-21595,Troy Blackwell,Consumer,285,4,1240.871,2,At Risk
TB-21625,Trudy Brown,Consumer,30,9,2797.668,1,Loyal Regular
TC-20980,Tamara Chand,Corporate,399,5,19052.218,0,High Value
TC-21145,Theresa Coyne,Corporate,106,1,1038.26,2,At Risk
TC-21295,Toby Carlisle,Consumer,27,8,4266.812,1,Loyal Regular
TC-21475,Tony Chapman,Home Office,153,9,1244.976,1,Loyal Regular
TC-21535,Tracy Collins,Home Office,4,7,742.5580000000001,2,At Risk
TD-20995,Tamara Dahlen,Consumer,37,9,1434.5480000000002,1,Loyal Regular
TG-21310,Toby Gnade,Consumer,337,5,3058.372,2,At Risk
TG-21640,Trudy Glocke,Consumer,114,4,2074.661,2,At Risk
TH-21100,Thea Hendricks,Consumer,344,5,2422.824,3,New / Low Engagement
TH-21115,Thea Hudgings,Corporate,58,4,2942.772,2,At Risk
